index,Date,Year,Opponent,H/A,Rank,GB,D/N,Attendance
0,"Monday, Mar 31",2008,Baltimore Orioles,@,1,-0.5,D,46807
2,"Wednesday, Apr 2",2008,Baltimore Orioles,@,2,1.0,N,10505
3,"Friday, Apr 4",2008,New York Yankees,@,1,0.0,N,49255
4,"Saturday, Apr 5",2008,New York Yankees,@,1,0.0,D,52247
5,"Sunday, Apr 6",2008,New York Yankees,@,3,1.0,D,51279
6,"Monday, Apr 7",2008,New York Yankees,@,4,2.0,N,41302
7,"Tuesday, Apr 8",2008,Seattle Mariners,,5,3.0,N,36048
8,"Wednesday, Apr 9",2008,Seattle Mariners,,5,3.5,N,12106
9,"Thursday, Apr 10",2008,Seattle Mariners,,4,2.0,D,11898
10,"Friday, Apr 11",2008,Baltimore Orioles,,3,1.0,N,12146
11,"Saturday, Apr 12",2008,Baltimore Orioles,,5,2.0,N,19295
12,"Sunday, Apr 13",2008,Baltimore Orioles,,4,1.0,D,16748
13,"Monday, Apr 14",2008,New York Yankees,,5,2.0,N,18872
14,"Tuesday, Apr 15",2008,New York Yankees,,5,2.5,N,20923
15,"Wednesday, Apr 16",2008,Minnesota Twins,@,5,2.5,N,20209
16,"Thursday, Apr 17",2008,Minnesota Twins,@,5,2.5,N,14781
17,"Friday, Apr 18",2008,Chicago White Sox,,5,3.5,N,12379
18,"Saturday, Apr 19",2008,Chicago White Sox,,5,3.5,N,17613
19,"Sunday, Apr 20",2008,Chicago White Sox,,5,4.5,D,17212
20,"Tuesday, Apr 22",2008,Toronto Blue Jays,,5,5.0,N,8269
21,"Wednesday, Apr 23",2008,Toronto Blue Jays,,4,4.0,N,8989
22,"Thursday, Apr 24",2008,Toronto Blue Jays,,4,3.0,N,9540
23,"Friday, Apr 25",2008,Boston Red Sox,,3,2.0,N,30290
24,"Saturday, Apr 26",2008,Boston Red Sox,,3,1.0,N,36048
25,"Sunday, Apr 27",2008,Boston Red Sox,,1,0.0,D,32363
26,"Tuesday, Apr 29",2008,Baltimore Orioles,@,3,1.5,N,11588
27,"Wednesday, Apr 30",2008,Baltimore Orioles,@,3,1.0,N,11944
29,"Thursday, May 1",2008,Baltimore Orioles,@,1,0.0,D,16456
30,"Friday, May 2",2008,Boston Red Sox,@,3,1.0,N,37541
31,"Saturday, May 3",2008,Boston Red Sox,@,3,2.0,N,37700
32,"Sunday, May 4",2008,Boston Red Sox,@,3,3.0,D,37091
33,"Tuesday, May 6",2008,Toronto Blue Jays,@,2,3.5,N,30397
34,"Wednesday, May 7",2008,Toronto Blue Jays,@,2,3.5,N,19276
35,"Thursday, May 8",2008,Toronto Blue Jays,@,2,3.5,N,21118
36,"Friday, May 9",2008,Los Angeles Angels,,2,2.5,N,12039
37,"Saturday, May 10",2008,Los Angeles Angels,,2,2.5,N,25512
38,"Sunday, May 11",2008,Los Angeles Angels,,2,1.5,D,13010
39,"Monday, May 12",2008,New York Yankees,,2,0.5,N,13932
40,"Tuesday, May 13",2008,New York Yankees,,1,-0.5,N,16558
41,"Wednesday, May 14",2008,New York Yankees,,1,-0.5,N,20936
42,"Thursday, May 15",2008,New York Yankees,,1,-1.0,D,19976
43,"Friday, May 16",2008,St. Louis Cardinals,@,1,-1.5,N,43136
44,"Saturday, May 17",2008,St. Louis Cardinals,@,1,0.0,D,43907
45,"Sunday, May 18",2008,St. Louis Cardinals,@,2,1.0,D,46392
46,"Monday, May 19",2008,Oakland Athletics,@,2,1.0,N,11077
47,"Tuesday, May 20",2008,Oakland Athletics,@,2,1.0,N,11272
48,"Wednesday, May 21",2008,Oakland Athletics,@,2,2.0,D,22712
49,"Friday, May 23",2008,Baltimore Orioles,,2,1.5,N,13635
50,"Saturday, May 24",2008,Baltimore Orioles,,2,0.5,N,30445
51,"Sunday, May 25",2008,Baltimore Orioles,,1,-0.5,D,17762
52,"Monday, May 26",2008,Texas Rangers,,1,-0.5,N,12174
53,"Tuesday, May 27",2008,Texas Rangers,,1,-0.5,N,10511
54,"Wednesday, May 28",2008,Texas Rangers,,1,-1.5,D,10927
55,"Thursday, May 29",2008,Chicago White Sox,,1,-1.0,N,12636
56,"Friday, May 30",2008,Chicago White Sox,,1,-1.0,N,14679
57,"Saturday, May 31",2008,Chicago White Sox,,1,-1.0,N,36048
59,"Sunday, Jun 1",2008,Chicago White Sox,,1,-1.0,D,24720
60,"Tuesday, Jun 3",2008,Boston Red Sox,@,1,-0.5,N,37823
61,"Wednesday, Jun 4",2008,Boston Red Sox,@,2,0.5,N,37474
62,"Thursday, Jun 5",2008,Boston Red Sox,@,2,1.5,N,37639
63,"Friday, Jun 6",2008,Texas Rangers,@,2,0.5,N,21783
64,"Saturday, Jun 7",2008,Texas Rangers,@,2,0.5,N,28788
65,"Sunday, Jun 8",2008,Texas Rangers,@,2,1.5,D,20258
66,"Monday, Jun 9",2008,Los Angeles Angels,@,2,1.0,N,42019
67,"Tuesday, Jun 10",2008,Los Angeles Angels,@,2,1.0,N,37610
68,"Wednesday, Jun 11",2008,Los Angeles Angels,@,2,2.0,D,36622
69,"Friday, Jun 13",2008,Miami Marlins,,2,1.5,N,19312
70,"Saturday, Jun 14",2008,Miami Marlins,,2,1.5,N,31195
71,"Sunday, Jun 15",2008,Miami Marlins,,2,2.5,D,28886
72,"Tuesday, Jun 17",2008,Chicago Cubs,,2,2.0,N,31607
73,"Wednesday, Jun 18",2008,Chicago Cubs,,2,2.0,N,31496
74,"Thursday, Jun 19",2008,Chicago Cubs,,2,1.5,N,34441
75,"Friday, Jun 20",2008,Houston Astros,,2,1.5,N,14741
76,"Saturday, Jun 21",2008,Houston Astros,,2,0.5,N,29953
77,"Sunday, Jun 22",2008,Houston Astros,,2,1.5,D,19778
78,"Tuesday, Jun 24",2008,Miami Marlins,@,2,1.0,N,12352
79,"Wednesday, Jun 25",2008,Miami Marlins,@,2,1.0,N,13165
80,"Thursday, Jun 26",2008,Miami Marlins,@,2,0.5,D,17107
81,"Friday, Jun 27",2008,Pittsburg Pirates,@,2,0.5,N,19970
82,"Saturday, Jun 28",2008,Pittsburg Pirates,@,2,0.5,N,17970
83,"Sunday, Jun 29",2008,Pittsburg Pirates,@,1,-0.5,D,15828
84,"Monday, Jun 30",2008,Boston Red Sox,,1,-1.5,N,34145
86,"Tuesday, Jul 1",2008,Boston Red Sox,,1,-2.5,N,31112
87,"Wednesday, Jul 2",2008,Boston Red Sox,,1,-3.5,N,36048
88,"Friday, Jul 4",2008,Kansas City Royals,,1,-3.0,N,16830
89,"Saturday, Jul 5",2008,Kansas City Royals,,1,-4.0,N,30418
90,"Sunday, Jul 6",2008,Kansas City Royals,,1,-5.0,D,20587
91,"Monday, Jul 7",2008,Kansas City Royals,,1,-4.0,D,16293
92,"Tuesday, Jul 8",2008,New York Yankees,@,1,-3.0,N,53089
93,"Wednesday, Jul 9",2008,New York Yankees,@,1,-2.0,D,53552
94,"Thursday, Jul 10",2008,Cleveland Guardians,@,1,-1.5,N,22665
95,"Friday, Jul 11",2008,Cleveland Guardians,@,1,-1.5,N,33663
96,"Saturday, Jul 12",2008,Cleveland Guardians,@,1,-0.5,N,35706
97,"Sunday, Jul 13",2008,Cleveland Guardians,@,2,0.5,D,29700
98,"Friday, Jul 18",2008,Toronto Blue Jays,,1,-0.5,N,23706
99,"Saturday, Jul 19",2008,Toronto Blue Jays,,1,-1.5,N,32669
100,"Sunday, Jul 20",2008,Toronto Blue Jays,,1,-1.5,D,21037
101,"Monday, Jul 21",2008,Oakland Athletics,,1,-1.5,N,12428
102,"Tuesday, Jul 22",2008,Oakland Athletics,,1,-0.5,N,16800
103,"Wednesday, Jul 23",2008,Oakland Athletics,,1,-0.5,D,23437
104,"Thursday, Jul 24",2008,Kansas City Royals,@,1,0.0,N,25900
105,"Friday, Jul 25",2008,Kansas City Royals,@,1,-1.0,N,31535
106,"Saturday, Jul 26",2008,Kansas City Royals,@,1,-2.0,N,24322
107,"Sunday, Jul 27",2008,Kansas City Royals,@,1,-1.0,D,13779
108,"Monday, Jul 28",2008,Toronto Blue Jays,@,1,-1.0,N,23476
109,"Tuesday, Jul 29",2008,Toronto Blue Jays,@,1,-2.0,N,26791
110,"Wednesday, Jul 30",2008,Toronto Blue Jays,@,1,-3.0,D,40322
112,"Friday, Aug 1",2008,Detroit Tigers,,1,-3.0,N,26403
113,"Saturday, Aug 2",2008,Detroit Tigers,,1,-3.0,N,36048
114,"Sunday, Aug 3",2008,Detroit Tigers,,1,-3.0,D,33438
115,"Monday, Aug 4",2008,Cleveland Guardians,,1,-3.0,N,17049
116,"Tuesday, Aug 5",2008,Cleveland Guardians,,1,-3.0,N,20063
117,"Wednesday, Aug 6",2008,Cleveland Guardians,,1,-3.0,D,27533
118,"Thursday, Aug 7",2008,Seattle Mariners,@,1,-2.5,N,25423
119,"Friday, Aug 8",2008,Seattle Mariners,@,1,-3.5,N,30220
120,"Saturday, Aug 9",2008,Seattle Mariners,@,1,-3.5,N,27905
121,"Sunday, Aug 10",2008,Seattle Mariners,@,1,-4.5,D,30336
122,"Tuesday, Aug 12",2008,Oakland Athletics,@,1,-3.0,N,14284
123,"Wednesday, Aug 13",2008,Oakland Athletics,@,1,-3.0,N,21438
124,"Thursday, Aug 14",2008,Oakland Athletics,@,1,-3.0,D,16689
125,"Friday, Aug 15",2008,Texas Rangers,@,1,-3.5,N,20223
126,"Saturday, Aug 16",2008,Texas Rangers,@,1,-3.5,N,29238
127,"Sunday, Aug 17",2008,Texas Rangers,@,1,-4.5,N,18363
128,"Monday, Aug 18",2008,Los Angeles Angels,,1,-4.5,N,15896
129,"Tuesday, Aug 19",2008,Los Angeles Angels,,1,-4.5,N,15902
130,"Wednesday, Aug 20",2008,Los Angeles Angels,,1,-4.5,N,19157
131,"Friday, Aug 22",2008,Chicago White Sox,@,1,-4.5,N,38747
132,"Saturday, Aug 23",2008,Chicago White Sox,@,1,-5.5,D,36482
133,"Sunday, Aug 24",2008,Chicago White Sox,@,1,-4.5,D,38562
134,"Tuesday, Aug 26",2008,Toronto Blue Jays,,1,-3.5,N,13478
135,"Wednesday, Aug 27",2008,Toronto Blue Jays,,1,-3.5,N,12678
136,"Thursday, Aug 28",2008,Toronto Blue Jays,,1,-4.5,N,14039
137,"Friday, Aug 29",2008,Baltimore Orioles,,1,-4.5,N,21439
138,"Saturday, Aug 30",2008,Baltimore Orioles,,1,-4.5,D,34805
139,"Sunday, Aug 31",2008,Baltimore Orioles,,1,-5.5,D,32379
141,"Tuesday, Sep 2",2008,New York Yankees,,1,-4.0,N,21629
142,"Wednesday, Sep 3",2008,New York Yankees,,1,-3.0,N,25215
143,"Thursday, Sep 4",2008,New York Yankees,,1,-3.5,N,26080
144,"Friday, Sep 5",2008,Toronto Blue Jays,@,1,-2.5,N,32477
145,"Saturday, Sep 6",2008,Toronto Blue Jays,@,1,-2.5,D,34649
146,"Sunday, Sep 7",2008,Toronto Blue Jays,@,1,-1.5,D,39854
147,"Monday, Sep 8",2008,Boston Red Sox,@,1,-0.5,N,37662
148,"Tuesday, Sep 9",2008,Boston Red Sox,@,1,-1.5,N,37573
149,"Wednesday, Sep 10",2008,Boston Red Sox,@,1,-2.5,N,38114
150,"Saturday, Sep 13 (1)",2008,New York Yankees,@,1,-2.0,D,54088
151,"Saturday, Sep 13 (2)",2008,New York Yankees,@,1,-2.0,N,53568
152,"Sunday, Sep 14",2008,New York Yankees,@,1,-1.0,D,54279
153,"Monday, Sep 15",2008,Boston Red Sox,,1,0.0,N,29772
154,"Tuesday, Sep 16",2008,Boston Red Sox,,1,-1.0,N,32079
155,"Wednesday, Sep 17",2008,Boston Red Sox,,1,-2.0,N,36048
156,"Thursday, Sep 18",2008,Minnesota Twins,,1,-1.5,N,17296
157,"Friday, Sep 19",2008,Minnesota Twins,,1,-1.5,N,28306
158,"Saturday, Sep 20",2008,Minnesota Twins,,1,-2.5,D,36048
159,"Sunday, Sep 21",2008,Minnesota Twins,,1,-1.5,D,36048
160,"Monday, Sep 22",2008,Baltimore Orioles,@,1,-2.5,N,12489
162,"Tuesday, Sep 23 (2)",2008,Baltimore Orioles,@,1,-3.0,N,15215
163,"Wednesday, Sep 24",2008,Baltimore Orioles,@,1,-3.0,N,13632
164,"Thursday, Sep 25",2008,Detroit Tigers,@,1,-2.0,D,36259
165,"Friday, Sep 26",2008,Detroit Tigers,@,1,-2.0,N,39617
166,"Saturday, Sep 27",2008,Detroit Tigers,@,1,-1.5,N,40756
167,"Sunday, Sep 28",2008,Detroit Tigers,@,1,-2.0,D,40373
0,"Tuesday, Apr 7",2009,Boston Red Sox,@,4,1.5,D,37057
1,"Wednesday, Apr 8",2009,Boston Red Sox,@,3,1.0,N,37552
2,"Thursday, Apr 9",2009,Boston Red Sox,@,2,0.5,D,37784
3,"Friday, Apr 10",2009,Baltimore Orioles,@,3,1.5,N,22866
4,"Saturday, Apr 11",2009,Baltimore Orioles,@,4,2.5,N,15108
5,"Sunday, Apr 12",2009,Baltimore Orioles,@,3,1.5,D,15531
6,"Monday, Apr 13",2009,New York Yankees,,3,1.5,N,36973
7,"Tuesday, Apr 14",2009,New York Yankees,,3,2.0,N,36973
8,"Wednesday, Apr 15",2009,New York Yankees,,4,2.5,D,25171
9,"Thursday, Apr 16",2009,Chicago White Sox,,4,3.5,N,13803
10,"Friday, Apr 17",2009,Chicago White Sox,,4,2.5,N,28927
11,"Saturday, Apr 18",2009,Chicago White Sox,,5,3.5,N,31916
12,"Sunday, Apr 19",2009,Chicago White Sox,,5,4.5,D,29142
13,"Tuesday, Apr 21",2009,Seattle Mariners,@,5,4.5,N,19582
14,"Wednesday, Apr 22",2009,Seattle Mariners,@,5,4.5,N,16476
15,"Thursday, Apr 23",2009,Seattle Mariners,@,5,5.5,D,17639
16,"Friday, Apr 24",2009,Oakland Athletics,@,5,5.5,N,20140
17,"Saturday, Apr 25",2009,Oakland Athletics,@,5,5.5,D,15432
18,"Sunday, Apr 26",2009,Oakland Athletics,@,5,6.5,D,18689
19,"Monday, Apr 27",2009,Minnesota Twins,@,5,5.5,N,17988
20,"Tuesday, Apr 28",2009,Minnesota Twins,@,5,6.5,N,18974
21,"Wednesday, Apr 29",2009,Minnesota Twins,@,5,6.5,N,21715
22,"Thursday, Apr 30",2009,Boston Red Sox,,5,5.5,N,20341
24,"Friday, May 1",2009,Boston Red Sox,,4,5.5,N,27045
25,"Saturday, May 2",2009,Boston Red Sox,,4,6.5,N,34910
26,"Sunday, May 3",2009,Boston Red Sox,,4,6.5,D,32332
27,"Monday, May 4",2009,Baltimore Orioles,,4,6.5,N,12658
28,"Tuesday, May 5",2009,Baltimore Orioles,,4,6.5,D,13174
29,"Wednesday, May 6",2009,New York Yankees,@,4,6.5,N,42585
30,"Thursday, May 7",2009,New York Yankees,@,3,5.5,N,43769
31,"Friday, May 8",2009,Boston Red Sox,@,4,5.5,N,37745
32,"Saturday, May 9",2009,Boston Red Sox,@,3,5.5,D,37773
33,"Sunday, May 10",2009,Boston Red Sox,@,4,6.5,N,37759
34,"Tuesday, May 12",2009,Baltimore Orioles,@,4,7.5,N,17122
35,"Wednesday, May 13",2009,Baltimore Orioles,@,4,6.5,N,13237
36,"Thursday, May 14",2009,Cleveland Guardians,,4,6.5,N,17169
37,"Friday, May 15",2009,Cleveland Guardians,,4,6.5,N,25827
38,"Saturday, May 16",2009,Cleveland Guardians,,4,6.5,D,34235
39,"Sunday, May 17",2009,Cleveland Guardians,,4,6.5,D,28841
40,"Monday, May 18",2009,Oakland Athletics,,4,6.5,N,11420
41,"Tuesday, May 19",2009,Oakland Athletics,,4,6.5,N,12842
42,"Wednesday, May 20",2009,Oakland Athletics,,4,6.5,N,13721
43,"Thursday, May 21",2009,Oakland Athletics,,4,5.5,D,14374
44,"Friday, May 22",2009,Miami Marlins,@,4,4.5,N,16226
45,"Saturday, May 23",2009,Miami Marlins,@,4,3.5,N,20253
46,"Sunday, May 24",2009,Miami Marlins,@,4,4.0,D,12839
47,"Monday, May 25",2009,Cleveland Guardians,@,4,5.0,N,20929
48,"Tuesday, May 26",2009,Cleveland Guardians,@,4,5.0,N,18754
49,"Wednesday, May 27",2009,Cleveland Guardians,@,4,5.0,N,19335
50,"Thursday, May 28",2009,Cleveland Guardians,@,4,6.0,D,27356
51,"Friday, May 29",2009,Minnesota Twins,,4,5.5,N,19358
52,"Saturday, May 30",2009,Minnesota Twins,,4,5.5,D,36052
53,"Sunday, May 31",2009,Minnesota Twins,,4,5.5,D,26579
55,"Tuesday, Jun 2",2009,Kansas City Royals,,4,6.0,N,13604
56,"Wednesday, Jun 3",2009,Kansas City Royals,,4,5.0,N,15256
57,"Thursday, Jun 4",2009,Kansas City Royals,,4,5.0,D,16103
58,"Saturday, Jun 6",2009,New York Yankees,@,4,4.5,D,46205
59,"Sunday, Jun 7",2009,New York Yankees,@,4,5.0,D,46465
60,"Monday, Jun 8",2009,New York Yankees,@,4,6.0,N,44706
61,"Tuesday, Jun 9",2009,Los Angeles Angels,,4,6.0,N,16087
62,"Wednesday, Jun 10",2009,Los Angeles Angels,,4,6.0,N,15658
63,"Thursday, Jun 11",2009,Los Angeles Angels,,4,6.0,N,17086
64,"Friday, Jun 12",2009,Washington Nationals,,4,6.0,N,18273
65,"Saturday, Jun 13",2009,Washington Nationals,,4,6.0,N,30586
66,"Sunday, Jun 14",2009,Washington Nationals,,3,5.0,D,25841
67,"Tuesday, Jun 16",2009,Colorado Rockies,@,3,5.0,N,28582
68,"Wednesday, Jun 17",2009,Colorado Rockies,@,4,6.0,N,26460
69,"Thursday, Jun 18",2009,Colorado Rockies,@,4,6.0,D,28639
70,"Friday, Jun 19",2009,New York Mets,@,4,6.0,N,38493
71,"Saturday, Jun 20",2009,New York Mets,@,4,6.0,D,37992
72,"Sunday, Jun 21",2009,New York Mets,@,4,6.0,D,38791
73,"Tuesday, Jun 23",2009,Phildelphia Phillies,,4,7.0,N,19608
74,"Wednesday, Jun 24",2009,Phildelphia Phillies,,4,7.0,N,18862
75,"Thursday, Jun 25",2009,Phildelphia Phillies,,4,6.0,N,20141
76,"Friday, Jun 26",2009,Miami Marlins,,4,6.0,N,20972
77,"Saturday, Jun 27",2009,Miami Marlins,,3,6.0,N,35790
78,"Sunday, Jun 28",2009,Miami Marlins,,3,5.0,D,29459
79,"Monday, Jun 29",2009,Toronto Blue Jays,@,3,5.0,N,15665
80,"Tuesday, Jun 30",2009,Toronto Blue Jays,@,3,4.0,N,15477
82,"Wednesday, Jul 1",2009,Toronto Blue Jays,@,3,5.0,D,30533
83,"Friday, Jul 3",2009,Texas Rangers,@,3,5.0,N,39123
84,"Saturday, Jul 4",2009,Texas Rangers,@,3,5.0,N,43809
85,"Sunday, Jul 5",2009,Texas Rangers,@,3,6.0,N,22324
86,"Tuesday, Jul 7",2009,Toronto Blue Jays,,3,5.5,N,15244
87,"Wednesday, Jul 8",2009,Toronto Blue Jays,,3,5.5,N,15252
88,"Thursday, Jul 9",2009,Toronto Blue Jays,,3,4.5,D,25749
89,"Friday, Jul 10",2009,Oakland Athletics,,3,4.5,N,20358
90,"Saturday, Jul 11",2009,Oakland Athletics,,3,5.5,N,33273
91,"Sunday, Jul 12",2009,Oakland Athletics,,3,6.5,D,29727
92,"Friday, Jul 17",2009,Kansas City Royals,@,3,6.5,N,33568
93,"Saturday, Jul 18",2009,Kansas City Royals,@,3,5.5,N,30288
94,"Sunday, Jul 19",2009,Kansas City Royals,@,3,4.5,D,18934
95,"Monday, Jul 20",2009,Chicago White Sox,@,3,4.5,N,39024
96,"Tuesday, Jul 21",2009,Chicago White Sox,@,3,4.5,N,23319
97,"Wednesday, Jul 22",2009,Chicago White Sox,@,3,5.5,N,26257
98,"Thursday, Jul 23",2009,Chicago White Sox,@,3,6.5,D,28036
99,"Friday, Jul 24",2009,Toronto Blue Jays,@,3,6.5,N,24161
100,"Saturday, Jul 25",2009,Toronto Blue Jays,@,3,5.5,D,26527
101,"Sunday, Jul 26",2009,Toronto Blue Jays,@,3,6.5,D,30610
102,"Monday, Jul 27",2009,New York Yankees,,3,7.5,N,33442
103,"Tuesday, Jul 28",2009,New York Yankees,,3,6.5,N,32304
104,"Wednesday, Jul 29",2009,New York Yankees,,3,7.5,N,32398
105,"Friday, Jul 31",2009,Kansas City Royals,,3,6.0,N,26596
107,"Saturday, Aug 1",2009,Kansas City Royals,,3,5.0,D,36973
108,"Sunday, Aug 2",2009,Kansas City Royals,,3,6.0,D,27930
109,"Monday, Aug 3",2009,Kansas City Royals,,3,5.5,D,24219
110,"Tuesday, Aug 4",2009,Boston Red Sox,,3,5.5,N,29873
111,"Wednesday, Aug 5",2009,Boston Red Sox,,3,5.5,N,31517
112,"Friday, Aug 7",2009,Seattle Mariners,@,3,7.0,N,44378
113,"Saturday, Aug 8",2009,Seattle Mariners,@,3,7.0,N,28239
114,"Sunday, Aug 9",2009,Seattle Mariners,@,3,8.0,D,28490
115,"Monday, Aug 10",2009,Los Angeles Angels,@,3,8.0,N,37388
116,"Tuesday, Aug 11",2009,Los Angeles Angels,@,3,9.0,N,43559
117,"Wednesday, Aug 12",2009,Los Angeles Angels,@,3,10.0,D,37859
118,"Friday, Aug 14",2009,Toronto Blue Jays,,3,11.5,N,21522
119,"Saturday, Aug 15",2009,Toronto Blue Jays,,3,11.5,N,29632
120,"Sunday, Aug 16",2009,Toronto Blue Jays,,3,10.5,D,24625
121,"Tuesday, Aug 18",2009,Baltimore Orioles,,3,10.0,N,16514
122,"Wednesday, Aug 19",2009,Baltimore Orioles,,3,10.0,N,18474
123,"Thursday, Aug 20",2009,Baltimore Orioles,,3,10.5,N,15870
124,"Friday, Aug 21",2009,Texas Rangers,,3,10.5,N,20639
125,"Saturday, Aug 22",2009,Texas Rangers,,3,9.5,N,34281
126,"Sunday, Aug 23",2009,Texas Rangers,,3,10.5,D,29101
127,"Monday, Aug 24",2009,Toronto Blue Jays,@,3,10.0,N,17184
128,"Tuesday, Aug 25",2009,Toronto Blue Jays,@,3,9.0,N,17307
129,"Wednesday, Aug 26",2009,Toronto Blue Jays,@,3,10.0,N,15349
130,"Friday, Aug 28",2009,Detroit Tigers,@,3,10.5,N,35030
131,"Saturday, Aug 29",2009,Detroit Tigers,@,3,10.5,D,39296
132,"Sunday, Aug 30",2009,Detroit Tigers,@,3,11.5,D,36067
133,"Monday, Aug 31",2009,Detroit Tigers,@,3,11.5,D,26533
135,"Tuesday, Sep 1",2009,Boston Red Sox,,3,12.5,N,17692
136,"Wednesday, Sep 2",2009,Boston Red Sox,,3,12.5,N,19148
137,"Thursday, Sep 3",2009,Boston Red Sox,,3,13.5,N,20823
138,"Friday, Sep 4",2009,Detroit Tigers,,3,13.5,N,18596
139,"Saturday, Sep 5",2009,Detroit Tigers,,3,14.5,N,36973
140,"Sunday, Sep 6",2009,Detroit Tigers,,3,14.5,D,28059
141,"Monday, Sep 7 (1)",2009,New York Yankees,@,3,16.5,D,47436
142,"Monday, Sep 7 (2)",2009,New York Yankees,@,3,16.5,N,45953
143,"Tuesday, Sep 8",2009,New York Yankees,@,3,17.5,N,45350
144,"Wednesday, Sep 9",2009,New York Yankees,@,3,18.5,N,45848
145,"Saturday, Sep 12",2009,Boston Red Sox,@,3,18.0,N,37755
146,"Sunday, Sep 13 (1)",2009,Boston Red Sox,@,3,19.5,D,38228
147,"Sunday, Sep 13 (2)",2009,Boston Red Sox,@,3,19.5,N,37271
148,"Monday, Sep 14",2009,Baltimore Orioles,@,3,19.5,N,10628
149,"Tuesday, Sep 15",2009,Baltimore Orioles,@,3,19.5,N,11575
150,"Wednesday, Sep 16",2009,Baltimore Orioles,@,3,20.5,N,10548
151,"Thursday, Sep 17",2009,Baltimore Orioles,@,3,20.0,N,12436
152,"Friday, Sep 18",2009,Toronto Blue Jays,,3,19.0,N,18426
153,"Saturday, Sep 19",2009,Toronto Blue Jays,,3,19.0,N,22705
154,"Sunday, Sep 20",2009,Toronto Blue Jays,,3,18.0,D,20937
155,"Tuesday, Sep 22",2009,Seattle Mariners,,3,18.5,N,12514
156,"Wednesday, Sep 23",2009,Seattle Mariners,,3,18.5,N,13009
157,"Friday, Sep 25",2009,Texas Rangers,@,3,19.5,N,29232
158,"Saturday, Sep 26",2009,Texas Rangers,@,3,20.5,N,31855
159,"Sunday, Sep 27",2009,Texas Rangers,@,3,20.5,D,37905
160,"Monday, Sep 28",2009,Baltimore Orioles,,3,20.5,N,10352
161,"Tuesday, Sep 29",2009,Baltimore Orioles,,3,20.5,N,10349
162,"Wednesday, Sep 30",2009,Baltimore Orioles,,3,19.5,N,10554
164,"Thursday, Oct 1",2009,Baltimore Orioles,,3,20.0,N,10716
165,"Friday, Oct 2",2009,New York Yankees,,3,19.0,N,22704
166,"Saturday, Oct 3",2009,New York Yankees,,3,18.0,N,30084
167,"Sunday, Oct 4",2009,New York Yankees,,3,19.0,D,28699
0,"Tuesday, Apr 6",2010,Baltimore Orioles,,1,-0.5,N,36973
1,"Wednesday, Apr 7",2010,Baltimore Orioles,,1,-0.5,N,15220
2,"Thursday, Apr 8",2010,Baltimore Orioles,,1,0.0,N,16191
3,"Friday, Apr 9",2010,New York Yankees,,1,0.0,N,33221
4,"Saturday, Apr 10",2010,New York Yankees,,2,1.0,D,29892
5,"Sunday, Apr 11",2010,New York Yankees,,3,2.0,D,31253
6,"Monday, Apr 12",2010,Baltimore Orioles,@,3,1.0,N,9129
7,"Tuesday, Apr 13",2010,Baltimore Orioles,@,3,1.0,N,13731
8,"Wednesday, Apr 14",2010,Baltimore Orioles,@,1,0.0,D,10248
9,"Friday, Apr 16",2010,Boston Red Sox,@,1,0.0,N,37084
10,"Saturday, Apr 17",2010,Boston Red Sox,@,1,0.0,N,37022
11,"Sunday, Apr 18",2010,Boston Red Sox,@,1,0.0,D,37143
12,"Monday, Apr 19",2010,Boston Red Sox,@,1,-0.5,D,37609
13,"Tuesday, Apr 20",2010,Chicago White Sox,@,2,0.5,N,19260
14,"Wednesday, Apr 21",2010,Chicago White Sox,@,2,0.5,N,17023
15,"Thursday, Apr 22",2010,Chicago White Sox,@,1,-0.5,N,18207
16,"Friday, Apr 23",2010,Toronto Blue Jays,,1,-0.5,N,22056
17,"Saturday, Apr 24",2010,Toronto Blue Jays,,1,-0.5,N,23870
18,"Sunday, Apr 25",2010,Toronto Blue Jays,,1,-1.5,D,23250
19,"Tuesday, Apr 27",2010,Oakland Athletics,,1,-2.5,N,10825
20,"Wednesday, Apr 28",2010,Oakland Athletics,,1,-2.5,N,10691
21,"Thursday, Apr 29",2010,Kansas City Royals,,1,-2.5,N,12766
22,"Friday, Apr 30",2010,Kansas City Royals,,1,-1.5,N,25195
24,"Saturday, May 1",2010,Kansas City Royals,,1,-1.5,N,34813
25,"Sunday, May 2",2010,Kansas City Royals,,1,-1.5,D,19757
26,"Tuesday, May 4",2010,Seattle Mariners,@,1,-1.0,N,15589
27,"Wednesday, May 5",2010,Seattle Mariners,@,1,-1.0,N,14627
28,"Thursday, May 6",2010,Seattle Mariners,@,1,-1.5,N,17617
29,"Friday, May 7",2010,Oakland Athletics,@,1,-1.5,N,19193
30,"Saturday, May 8",2010,Oakland Athletics,@,1,-0.5,D,15493
31,"Sunday, May 9",2010,Oakland Athletics,@,1,-0.5,D,12228
32,"Monday, May 10",2010,Los Angeles Angels,@,1,-0.5,N,36798
33,"Tuesday, May 11",2010,Los Angeles Angels,@,1,-1.0,N,39007
34,"Wednesday, May 12",2010,Los Angeles Angels,@,1,-1.5,D,35700
35,"Friday, May 14",2010,Seattle Mariners,,1,-1.0,N,27856
36,"Saturday, May 15",2010,Seattle Mariners,,1,-1.0,D,23627
37,"Sunday, May 16",2010,Seattle Mariners,,1,-2.0,D,23005
38,"Monday, May 17",2010,Cleveland Guardians,,1,-2.0,N,18879
